id,recipe_id,author_name,content
18,7017952,로아씨,사진이 한개씩 밀렸어요ㅜ
19,7017952,만개의레시피,로아씨 감사합니다. 수정하겠습니다.^^
20,7017952,아네스천사,그림하고 설명이 한칸씩 밀렸어요
21,7017952,만개의레시피,아네스천사 감사합니다. 수정하겠습니다.^^
22,7017960,정하윤♥,냉장고에 보괸하면 먹을 때 전자레인지 몇초 돌려야 해요?^^
23,7017960,만개의레시피,정하윤♥ 30초 이상 데워야 하실 거예요. 기기마다 사양이 달라 해 보셔야 알것 같아요. 30초씩 끊어서 하시면 대략 1분 정도면 데워질 것 같네요.~^^
24,7017972,UaeUae,좋겠다 요리잘하는 신랑~
25,7018259,강소영,맑은 된장국 선호하시는 분들은 된장 2T만 넣고 조절하세요. 된장이 짠맛 뿐 아니라 텁텁한 맛이 있는데 이게 배추의 맑은 맛을 가리기도 합니다.
26,7018278,이원재!,"설탕을 한스푼만 해도 될것같아요.
맛있었어요."
27,7018288,엄자경,"너무 맛있는 요리 감사합니다~
그런데 레시피에 불을 언제 켜는지, 블 조절은 어떻게 하는지, 언제 불을 끄는지…. 요리의 생명이 불조절인데 그게 빠졌더라구요 ㅠㅠ
저 같은 요리 초보를 위해 적어주시면 감사하겠습니다~"
28,7018288,초록색꿈,안녕하세요? 찜기가 아닌 일반 냄비에다가 바로 요리해도 되나요? 탈 것 같아서요.
29,7018288,초초린,초록색꿈 저도 일반냄비에 했는데 야채에서 물이 생각보다 금방나와서 타지는 않아요~
30,7018288,초록색꿈,초초린 아 무수분 요리처럼 생각하면 되겠네요? 약불에다가 해봐야겠어요.
31,7018288,초초린,초록색꿈 찜이라고 생각하시면 됩니다ㅎㅎ
32,7018288,만개의레시피,초록색꿈 물 반컵 정도 넣어서 끓여주시면 타지 않아요.~^^
33,7018288,초록색꿈,만개의레시피 물 반 컵 넣으면 간이 안 맞을까봐😅무수분요리처럼 해볼게요. 약불로. 레시피 간단해서 정말 좋아요!
34,7018288,초록색꿈,만개의레시피 감사합니다^^
35,7018314,바리스타♥,요거트 파우더를 보통 몇미리 넣어요
36,7018314,만개의레시피,바리스타♥ 위에 사용하신 제품은 한포당 18g 입니다. 1봉을 사용하셨네요.^^
37,7018499,써지니,요린이새댁님 음식솜씨와 센스가 좋으신거 같아요 맛있게 저녁을 드셧나니 저도 기분이 좋으네요 ㅎㅎ 다시 비가 내리기 시작했는데 우산 챙기시고 습하고 더운 날씨에 건강 챙기시면서 즐겁고 행복한 하루되세요^^
38,7018675,오렌지1230,전자레인지로도 가능할까요? 몇분돌려야하나요?
39,7018675,만개의레시피,오렌지1230 네 가능하세요. 1분 30초 정도 해 보시고 노른자에 익힌 상태에 따라 시간을 추가해 주세요. 노른자는 꼭 터트려 주세요.~^^
40,7018763,Tina소울푸드,싱싱한 곰치만 있으면 요리는 저절로 완성이죠~^^ 곰치의 계절이네요~ 저도 오래 된 지라 곰치국이 먹고 싶어지네요~^* 기분 좋은 후기 댓글 감사드려요~
41,7018826,꿀꿀이,참치액도 가능한가요?
42,7019045,강미르,어떻게 하면돼죠?
43,7019045,만개의레시피,"강미르 우유를 20~30ml정도 줄여서 사용해주세요.
묽은 요거트 정도 농도 나오면 좋아요.😊"
44,7019045,강미르,"팬케이크 믹스 가루가, 150그램 밖에 없는데"
45,7019054,별빛꿈맘,"장아들러님 들러주시고
공감해주셔서 정말 감사드립니다
부족하지만 저의 레시피가 조금이라도
도움이 되어드리고 아이들 입맛에도
잘 맞았으면 좋겠습니다 감사해요♡♡"
46,7019054,장아들러,"아이 방학 중이라 매끼 뭐 해 먹이나 고민 중이었는데, 너무 좋은 아이디어네요. 감사합니다!^^"
47,7019189,듀란,감사합니다
48,7019196,슘댱이,혼쯔유로도 가능한가요?
49,7019196,Tina소울푸드,슘댱이 쯔유랑 양조 간장을 섞어서 사용해도 좋을 듯 해요~ 맛있게 해드시길 바래요~^^
50,7019203,요리요이,중력분도 가능한가요?
51,7019203,만개의레시피,요리요이 가능하긴 하세요. 하지만 식감은 다를 수 있어요.😊
52,7019215,가나다라,오븐말고 에어프라이기 써도 돼나요?
53,7019215,슈퍼파워,"가나다라 에어프라이어로는 안해봐서 잘 모르겠어요 ㅠ ㅜ
인터넷에 찾아보니 에어프라이어로 하시는분들도 계시더라고요! 도움이 못되어드려 죄송합니다,,,"
54,7019351,l붕어l,"예전에도 왜 라면에 케찹 넣으면 맛있다고 하는 레시피들 한창 유행했었는데, 비슷하지 않으려나. 실제로 일본에도 닛신 컵라면 중에 칠리토마토라면 이라고 있고"
55,7019351,ㄱ오원중,"맛있을꺼같아요
하구 직접 해먹은 사람은 아직 없는건가요?
ㅋㅋ 완전 맛 궁금한데..."
56,7019351,Jinhyun Shinee Kim,왜 후기가 없고 댓글만ㅋㅋㅋ
57,7019351,만개의레시피,Jinhyun Shinee Kim 먹어본 1인으로서 해 먹어 볼만 해요. 첨엔 이건 뭐지? 했는데 막상 먹어보니 매콤한 파스타 같은 맛이 나더라고요.~^^
58,7019351,효자1지구,제가오늘도전~~~
59,7019351,♡☆smilemoon☆♡^-^,"효자1지구 도전~하시고서 맛평가도 부탁드려요 ㅎㅎ
궁금한데 용기가 안나서요 😅"
60,7019351,만개의레시피,효자1지구 오 ~ 도전~!!
61,7019351,박진성,나중에
62,7019351,이은혜,나중에 만들어 볼게요
63,7019351,jh b,이 레시피 실화냐? 시도조차 겁나긴 첨인데
64,7019351,만개의레시피,jh b 저도 첨엔 그랬는데....먹어보니 놀랬어요.~^^
65,7019351,청경채,오.. 홍콩식 라면 같아요!! 맛있을거 같아요
66,7019351,만개의레시피,청경채 네~ 맛있게 먹었어요.~^^
67,7019445,유진,좋아요
68,7019513,벌거벗은세계사,"안녕하세요.tvN 벌거벗은 세계사 팀 입니다.
2024년 04월 15일 방영 예정인 147회 러시아 사회주의편에 귀하의 사진 사용을 희망하여 이렇게 댓글 남깁니다.
사용 가능 여부에 대해 알려주시면 감사하겠습니다.
좋은 하루 보내세요 :)"
69,7019754,강성범,대박;;
70,7019944,구름한점,파마산 치즈가루 대신 모짜렐라 치즈는 어떤가요?
71,7019944,만개의레시피,구름한점 모짜렐라 보다는 파마산 치즈가루를 추천 드립니다. 염도도 다르고 질감이 달라 조리할때 지저분 하게 나올 수 있고 맛도 다를 거에요.^^
72,7020039,林明杰,放牛肉粉更好
73,7020075,나나뽀,참기름은 도대체 언제 넣는거죠?
74,7020075,뚜루,나나뽀 참기름은 불을 끄고 마지막에 1스푼 넣어주시면 됩니다^^
75,7020183,박주아,아랫집을 위해 손으로 친 게 멋있네요
76,7020260,암도때려잡는,감사합니다. 맛있었다니 다행이예요^^
77,7020427,호호아줌마,박솔미 레시피랑 많이 다릅니다
78,7020473,Tina소울푸드,대보름이 가까워져서 그런지 맛있는 나물 대잔치네요~^^ 넘 맛있어 보여요 ~^^ 건강에도 좋고 묵나물 특유의 깊은 맛이 좋아요.
79,7020473,동그랑,"Tina소울푸드 ㅎㅎ티나님~잘 지내시지요?
바쁘신 중에도 댓글 주셔서 감사드려요.
블로그 신경 쓰느라 한동안 못 올려서 몰아서 올렸어요.
보름 지나면 못 올릴 것 같아서요.
묵나물 깊은맛 나고 맛나지요.
저녁 맛나게 드세요~~"
80,7020474,오기♥️,맛있어요
81,7020477,시실레리아,아들이 맛있다고 엄지척 했습니다. 이제 볶음밥은 이 레시피대로 하려고요. 감사합니다.^^
82,7020477,레몬콩,시실레리아 와 최고의 칭찬이네요! 아드님이 맛있게 드셔서 정말 다행이에요! 정말 감사합니다!
83,7020510,임명걸,"명란 대신 다른거 넣어도 되겠죠? 캔참치,캔 고등어, 캔 꽁치, 어묵등등 해물"
84,7020510,만개의레시피,임명걸 네 다른 것 넣어 활용하셔도 너무 좋아요. 간은 기호에 따라 간장 등을 추가해 주세요.~^^
85,7020595,임명걸,중국에서는 찹쌀가루를 팬에 한번 약불로 볶아요. 고소한 향이 올라올때까지 볶아요. 그 다음 물을 넣고 반죽한다음 전자렌지에 돌려요. 한 번 시도해보세요. 맛이 약간 다를거예요.
86,7020595,만개의레시피,임명걸 구우면 더 맛있겠네요. ~^^
87,7020595,임명걸,인절미 반죽을 코팅팬에 넣고 천천히 수분 날리면서 원하는 농도가 나오면 카스테라가루에 붓는 방법도 괜찮겠죠?
88,7020595,만개의레시피,임명걸 네 기호에 맞는 방법을 선택 하시면 좋아요.^^
89,7020599,그분의은혜,정성껏 만드시는 모습에 감동합니다.
90,7020886,이슬기,코인육수 대신 뭘 넣으면 좋을까요?
91,7020886,만개의레시피,"이슬기 멸치와 다시마로 육수 내어 주시면 좋고요.
없으시면 연두나 다시다 넣어주셔도 되는데
조미료 싫어하시면 생략 가능하세요."
92,7020924,임명걸,어떤 맛술 사용했나요? 미림인가요? 브랜드명 알려주실수 있나요?
93,7020924,만개의레시피,임명걸 주로 저희는 미림을 사용해요.^^
94,7021009,깍쟁이,물엿 없으면 어떻하면 될까요?
95,7021009,만개의레시피,깍쟁이 올리고당 1스푼 또는 설탕 반스푼 넣어주세요.😊
96,7021009,임명걸,오뚜기돈까스소스인가요?
97,7021009,만개의레시피,임명걸 네~^^
98,7021010,恩 成,"자세한 말씀 감사드립니다~^^
안그래도 어디선가 유채나물 겉절이하는걸 봤었어서 궁금했었거든요~맛있게 해먹어보겠습니다~♡"
99,7021045,딸딸딸이네,"마스카포네 크림치즈 대신 그냥 크림치즈 사용도 가능한지요?
어떤 차이가 있는지?"
100,7021045,만개의레시피,"딸딸딸이네 마스카 포네가 조금도 고소한 맛이 나고 신맛이 덜해요.
그 차이가 있어요. 약간의 맛 차이라고 보시면되세요.
크림치즈로 사용은 가능하십니다.😊"
101,7021068,깍쟁이,어떤액젓일까요?
102,7021068,만개의레시피,깍쟁이 멸치나 까나리가 어울릴 것 같아요.😊
103,7021150,wj4534,감사합니다
104,7021230,썽치,몇개나 만들 수 있나요^^
105,7021230,만개의레시피,썽치 약 6~8개 나올 거 같아요.^^
106,7021230,날뛰는망둥아지,바닐라오일은 바닐라에센스인가용?
107,7021230,만개의레시피,"날뛰는망둥아지 바닐라 에센스, 바닐라 익스트랙 모두 사용 가능 하세요.^^"
108,7021479,방바닥뒹굴♡,"체에남은 찌꺼기를 면보에 거르는게 어떤거죠?
버리지말고 다시한번 거른다는건가요? 체에 거르지 않으면 안되나요?"
109,7021479,만개의레시피,"방바닥뒹굴♡ 깔끔한 국물을 위해서 체에 거르고 면보에 한번 더 거르는 거예요.
괜찮으시다면 그냥 거르지 않고 사용하셔도 좋아요.^^"
110,7021496,김연희,아무리 봐도 계란 하나가 17g이 될 수는 없는데... 노른자만 들어가나요?? 꼭 해먹어보고 싶어요ㅜㅠ
111,7021496,날뛰는망둥아지,"김연희 작은 계란 넣는것 같아요!
17g이니 계란물로 만들고 17g만 해서 넣으셔도 좋을것같아요~"
112,7021496,김연희,날뛰는망둥아지 감사합니다!!
113,7021496,날뛰는망둥아지,항상 잘보고있습니다!!ㅠ
114,7021496,효니,날뛰는망둥아지 감사합니다!
115,7021535,김민정,"물은 어느정도 넣으면 좋을까요ㅠ?
요린이라 이해해주세요ㅠ ㅠ"
116,7021836,오기♥️,맛있어요
117,7021872,김치볶음밥,오와 이거 맛날 것 같아여 조만간 안주로 만들어볼게요~
118,7021885,김태린,토마토소스말고 스파게티 소스로 해도 되나영!??
119,7021885,만개의레시피,김태린 네 토마토 스파게티 소스를 사용하시면 되세요.~^^
120,7022129,시사맘,레시피 궁금했는데 이렇게 정리해주셔서 고맙습니다
121,7022129,요리재능발견,"시사맘 방문해 주셔서 감사드립니다
편안한 밤 되세요"
122,7022132,제리,"레몬수 만들 때 레몬 껍질을 같이 착즙기에 같이 넣어서 하나요?
레몬 껍질이랑 같이 해서 넣었더니 물처럼 맑은 물이 안 나와요
그럼 어떻게 하나요?"
123,7022132,김진옥요리가좋다,제리 감사합니다. 레몬을 착즙기에 즙을 낼때는 레몬즙만 만드시고요~레몬즙 만들고 남은 레몬껍질은 잘게 썰어서 레몬수 만들때 같이 넣어주시면 좋습니다. 레몬수에 레몬즙도 기호에 맞게 넣어서 만드시면 되세요
124,7022279,GOUNJIUN HEO,꼭 해바야지
125,7022279,고냥씨,이스트랑 파우더는 없으면 않 넣어도 되죠???
126,7022279,만개의레시피,"고냥씨 이스트는 빵이 발효하는데 중요한 역할을 해서 꼭 넣으시는게 좋아요.
슈가 파우더는 뿌리는 용도이므로 생략 가능하세요.😊"
127,7022381,-k97705791,이 레시피로 만들어보고 싶은데 카레가루 1봉무게가 얼마인가요?
128,7022381,구월동윤스키친,-k97705791 카레가루의 양은 솔직히 중요하지 않습니다~ 내 입에 맞게 간만 맞추면 되는거라서요~ 저는 고체형 카레 사용하는편인데 3조각 넣어보고 간 보고 추가하는 편이에요~^^
129,7022455,임명걸,염지할때 베이킹소다 쬐끔 넣으면 육질이 엄청 부드러워져요
130,7022455,만개의레시피,임명걸 꿀팁 감사합니다.~^^
131,7022515,정미지,맛있어보여요♡
132,7022515,홈메이커,정미지 감사합니다~~^^
133,7022630,parkmi,애들이 완전 좋아해요🤗
134,7022663,서윤빠빠,레시피에서 고추가루가 빠졌습니다
135,7022663,만개의레시피,서윤빠빠 감사합니다. 수정하였습니다.😊
136,7022892,모르발라텐,ㅋㅋㅋ 마늘 봐. 한국인에게는 이상하지 않지만 이태리인은 보면 까무라치는 마늘의 양 ㅋㅋ 😂 레시피 잘봤습니다. 맛있을거 같아요
137,7023190,일단한다,잘봤습니다. 덕분에 만드는데 도움 많이 받았습니다^^
138,7023280,tulins92,혹시 3번과정에서 가나슈가 뜨거운데 그냥 차가운 생크림(B)넣어도 되는걸까요?
139,7023280,만개의레시피,tulins92 생크림B를 절반만 우선 넣고 잘 저어 준 후 나머지 섞어주는 방식이에요.😊
140,7023979,안연화,불조절좀부탁드려요
141,7023979,단댕이의요리,안연화 불조절 레시피내에 상세히 적혀있답니다 ㅎㅎ
142,7024248,민아,액젓은 언제넣죠?
143,7024248,Tina소울푸드,"민아
양조간장 넣을 때 같이 넣어 주면 좋더라구요~ 액젓을 넣으면 감칠맛도 좋고 짠맛을 더 깊게 해주는 거 같아요~^^ 제가 설명에서 빠뜨렸네요~ㅠㅠ 맛난 요리 되시길 바래요~"
144,7024722,hap,피로 기력회복에 좋다고 하니 한번 만들어 먹어 봐야겠어요 좋은 레시피 감사합니다~
145,7024722,뿡씨스터즈,hap 한번 만들어 드셔 보세요~ 보양식 먹는 기분 드실거예요!^^
146,7024887,솜솜,맛있습니다 감사해요
147,7025078,Mi Kyoung Lee,비닐이 없어서 김치통에다가 담궜는데 그래도 괜찮을까요??
148,7025078,김진옥요리가좋다,Mi Kyoung Lee 넵..반찬통에 담으셨으면요..자주 뒤적이시고요~ 상온에서 5일정도 숙성후 노란빛이 전체적으로 돌면 냉장고에 넣으세요..최대한 공기의 접촉을 피하는것이 오랜기간 아삭하게 즐기는 방법입니다.
149,7025083,김용진,맛이 보이는듯
150,7025216,남지화,"굿~~
맛있어요"
151,7025442,만개의레시피,"nas**** 버섯(새송이, 느타리, 표고 등) 넣어주시는 건 어떠실까요??😊"
152,7025686,이현숙,2인분으로 하려면 양념들을 얼마나 줄여서 넣어야 되는지요?
153,7025686,왕눈이의맛있는이야기,이현숙 절반씩으로 계량해서 넣어 양념장을 만드시어 만든 양념장을 절반넣고 무쳐보시고 부족하시면 추가하시면 원하시는대로 간을 마춰보세요
154,7025762,cyk,"옛날에는 돼지고기랑 각종채소. 한꺼번에 넣어 끓였는데
한번. 해보아야겠어요. 기대가. 되는데요"
155,7025762,춤추는루나,ㅋㅋ댓글 감사합니다. 오늘도 맛있는 식사하세요.
156,7025830,이선영,싱겁게 하는방범을 알려주세요
157,7025830,bat,"요알못인데요. 미림이 뭔지요. 꼭 있어야 하나요? 멸치볶을때 무슨 역할인지, 대체할수 있는게 있는지, 빼도 되는지 궁금합니다.(찾아보니 일본 술이네요) 요리시도할때 제일 힘든것중 하나가 양념 등의 종류가 너무 많다는 겁니다.^^;"
158,7025830,김진옥요리가좋다,bat 감사드립니다. 미림은 맛술같은 조리술이어요.. 일본술이 아니고요..요리에 사용하는 조리술입니다. 한국제품 중에 미림 검색하시면 나올겁니다. 미림같은 조리술은 멸치볶음.진미채같은 마른반찬이나 고기를 재울때요..넣으면요....좋은 양념종류입니다. 마른반찬에는 멸치의 비린내 잡아주면서 촉촉하게 볶아주게 하고요~ 고기에 미림을 넣으면 고기의 잡내를 잡아줍니다. 미림을 하나 구입하면 유통기한이 길어요.. 생선조림.장조림.어묵볶음등 다양하게 넣을수 있어서요.. 하나 작은 용량으로 구입하시면 유용하실겁니다.
159,7026152,seongmin kim,책 한 권 읽은 느낌이에요 감사합니다.
160,7026304,보노보노,보기만해도 행복해지네요~
161,7026555,상하이버거,쉽게 알려주셔서 감사해용
162,7026555,요리재능발견,상하이버거 방문해 주셔서 감사드립니다
163,7026618,인천번개탄,"사진이 맛나 보여서 만들오려 하는데요
오이지 5개인데 천일염 5컵이 맞나요? 엄청 짤것 같아 걱정이 되네요"
164,7026723,오지음,혹시 몇 칼로리 인가요? 제가 다이어트 중이라..
165,7026841,보노보노,망고스틴 좋아하는데 꼭 한번 써봐야겠네요!
166,7026841,동그랑,"보노보노 안녕하세요. 보노보노님, 반갑습니다.
망고스틴 너무 맛있지요. 까는 것도 쉽답니다.
우리 동네는 이제 안보이던데... 맛나게 드세요.
댓글 주셔서 감사합니다.
늘 건강하시고 행복하세요~^^"
167,7026852,Celina,집에 있는 홈플 맛술을 쓰면 안되나요?
168,7027235,세미라네-,"일미채처럼 고추장양념만 할게아니라 간장베이스도 좋을거같네요, 좀 있다가 해볼게요. 감사해요"
169,7027458,miran,종이호일깔고하면 불난다해서요?
170,7027458,만개의레시피,"miran 팬에 잘 맞게 잘라 주시면 괜찮아요.
걱정 되시면 알미늄호일이나 테프론시트를 사용하셔도 좋아요.😊"
171,7027458,miran,광파오븐에 종이호일깔고 구워도 되나요?
172,7027458,miran,광파오븐에 종이호일깔고 구워도 되나요?
173,7027458,안경희,가정용 에어프라이어에 호두500g이 구워 질까요?
174,7027458,만개의레시피,안경희 조금씩 나누워 구워 주시면 되세요.😊
175,7027794,깍쟁이,들기름없음 참기름도 가능할까요?
176,7027794,만개의레시피,깍쟁이 네~ 기호에 맞게 선택해서 사용해주세요^^
177,7028466,나비야,참치캔은 130그람짜리 있는데 이 레시피대로 2캔으로 하면 될까용?
178,7028466,만개의레시피,나비야 참치 좋아하시면 큰캔이라도 두캔 사용하시면 될 것 같아요.😊
179,7028552,모야내꼬,어머 너무 쉽게 알려주셨네요 감사합니다^^
180,7028648,한장수,"보다 일반적인 레시피 였으면 좋겠네요..부재료둥 너무 복잡하고
오트밀같은경우 간단하게 먹기위한 식재료안데.."
181,7028648,만개의레시피,한장수 토핑 재료는 간단하게 준비하셔도 좋구요. 기호에 따라 치즈도 일반 체다 치즈 또는 생략 가능 하세요.^^
182,7028987,어덕행덕 Oo 유미 oO,매실액 대신 설탕 1T를 추가해도 될까요??
183,7028987,만개의레시피,어덕행덕 Oo 유미 oO 약간의 감칠맛 차이가 있겠지만 사용 가능해요☺
184,7029022,규규규,"안녕하세요, 현재 제작 중인 예능 프로그램에 블로거님의 사진 자료를 사용하고 싶어서 댓글 남깁니다 :) 부탁드리는 자료는 차슈 제조 사진들입니다. 티저와 예고편도 올라온 프로그램이지만, 대외비라 정확히 밝힐 순 없으나 자료 사용 허가를 해주시면 프로그램에 대해 자세히 말씀드리도록 하겠습니다! 회신 부탁드립니다 :) 컨택 이메일도 알려주시면 감사하겠습니다!"
185,7029022,딸바주스,규규규 hansorcom@naver.com입니다
186,7029110,요리하는날,꿀 꼭 넣어야되나요?
187,7029110,효니,요리하는날 꿀은 선택사항이지만 미숫가루만 넣어서 만들면 맛이 텁텁할 수 있어 꿀을 넣는걸 추천드립니다:)
188,7029194,황효연,코인육수가 없으면 어떻게 대처하나요??
189,7029194,Y큰손,황효연 물로만 하셔도 되고요. 소금을 조금 더 넣어주시면 됩니다~^^
190,7029300,캔디,꽃게액젓과 새우젓이 없을 때 무엇으로 대체 가능한가요?
191,7029300,윤토피아,"캔디 꽃게액젓은 다른 액젓(멸치나 까나리 등)으로 대체가능하며
새우젓은 없다면 생략하고 소금 한두꼬집 넣어주세요."
192,7029614,김영기,전문레스피 알고싶어요
193,7029631,서효영 Regina,감사합니다
194,7029903,딸기엄마,소금 150ml이 150그램 이란 뜻일까요...
195,7029903,김진옥요리가좋다,딸기엄마 소금150ml랑 무게는 달라요..소금150ml는 종이컵으로 1컵이 조금 못되는 종이컵2/3컵정도 넣으시면 됩니다.
196,7030389,Hani,간장 설탕 맛술은 테이블 스푼 기준인건가요?
197,7030389,만개의레시피,Hani 네 밥숟가락 사용하시면 되세요.😊
198,7030528,세양,집에 알룰로스 가루 대신 시럽 밖에 없는데 괜찮을 까요??
199,7030528,만개의레시피,세양 네 가능 하세요. 대신 밥이 약간 질어질 수 있어요. 알룰로스 뿐 아니라 당이 들어있는 것을 사용해 주시면 되세요.^^
200,7030671,김태린,간장은 어떤걸로 사용하나요? 이걸로 연어장도 담궈도 되겠죠?
201,7030671,만개의레시피,"김태린 간장은 양조간장을 사용하였구요. 진간장도 가능해요.
연어장으로 만드셔도 좋아요.^^"
202,7031141,후루룩,간단하고 맛나보여용
203,7031254,dbs,한번 따라서 해봐야겠네요 맛날것같아요
204,7031356,사자머리,오타네요.소금50g
205,7031356,사자머리,"전자저울로 계량 하려는데,소금500g.설탕100g.식초100g 넣으면 될까요? 꼭,해보고 싶어요~"
206,7031356,깜이누나,너무 맛있게 잘 먹었습니다. 어려워 보이는 요리였는데 제가 이렇게 해볼 수 있다니 감사합니다! 마늘쫑도 같은 방법 비율로 삭히면 성공할지요?
207,7031356,김진옥요리가좋다,myfanm**** 감사드립니다. 넵 물 안넣어도 됩니다. 요즘 날씨에는 삭히는 시간이 조금 더 걸립니다.
208,7031359,지오닝,간장 양념?을 새우 속 만들 때 같이 섞으면 될까용??
209,7031359,쿠킹연수,"지오닝 답이 너무 늦어서 죄송해요.ㅠ 맞아요!!
짠맛이 걱정된다면 따로 간장처럼 찍어먹어도 괜찮아요!"
210,7031359,만개의레시피,지오닝 네 맞아요.😊
211,7031471,루아,안녕하세요! 여쭤보고싶은게 있는데 숙성하고 남은 연어는 어떻게보관하나요??
212,7031471,만개의레시피,"루아 남은 연어는 바로 다 드시는 것을 추천드리고
아니면 냉동 보관 하시어 익혀드시는게 좋겠어요.😊"
213,7031479,브루브,먹음직 스러워 보여요 👍
214,7031792,이선영,똑같이했는데 색깔이검정색으로바뀌네요 뭐때문에 그럴까요
215,7031792,김진옥요리가좋다,이선영 감사드립니다. 괜찮습니다. 그 상태로 동일하게 만드세요~깻잎 삭혔을때 검은색으로 변하는 것이 있어요..깻잎종자에 따라 그런경우 있습니다.
216,7031885,탄지로꾸,간이 싱거울 경우 뭘루 간을 맞추나요
217,7031885,만개의레시피,탄지로꾸 간장으로 추가해 주세요.😊
218,7032079,새빈태오맘,"된장이 없을 경우는 빼고 해도 되나요? 아니면 쌈장이라도 넣아야 할까요...? 된장찌개용 양념 된장도 있긴 해요;;
일반 된장이 읍네요 ㅠ"
219,7032079,아임레시피,새빈태오맘 된장을 넣어주셔야 감칠맛이 생기는데 쌈장 넣어주셔도 좋을 것 같습니다 :)
220,7032183,똥글똥글,들어가는 채소에 비하여 양념양이 좀 적어 싱거울 듯요
221,7034112,yeomji❤,어디산 소갈비사용하셨나요?
222,7034112,김진옥요리가좋다,yeomji❤ 미국산으로 사용했습니다. 미국산이 부드럽습니다. 만약 기름기가 많다면 삶기전에 기름기 제거하고 삶으세요... 미국산이 아니고 호주산의 경우에는 삶는 시간을 늘려주셔야합니다.
223,7034265,심예나,너무 간단하고 부담스럽지 않은 요리네요~ ^^ 맛있게 먹을게요
224,7034265,Tina소울푸드,심예나 만들기가 간단하고 먹기도 편해서 좋은 거 같아요~ 맛나게 해드세요~^^ 댓글 감사합니다~^^
225,7034265,유니맘2,와우~ 넘나 간단한데 고급스런 레시피^^ 맛날 것 같아요~ 바로 재료 주문했습니다 ㅎㅎㅎ👍👍👍
226,7034265,Tina소울푸드,유니맘2 간단한데 비주얼도 보기 좋은 거 같죠? 맛은 덤이구요~^^ 맛나게 해드시길 바래요~ 행복한 주말 보내시구요~^^
227,7034265,수빈,아이들하고 해먹어보고 싶네요~ 레시피 감사합니다^^
228,7034265,Tina소울푸드,수빈 아이들이 좋아하는 재료로 변형을 해도 좋을 듯 해요~ 아이들도 같이 만들면 재미있어할 거 같아요~ 맛나고 즐거운 주말 보내세요~^^
229,7034265,from해진,이거 해보려고 명란 샀어요~! 오이 말고 다른 재료로 바꿔서 해볼 수도 있을까요? ㅎㅎ
230,7034265,Tina소울푸드,"from해진 명란이 좀 짠 맛이 있으니 짜지 않은 신선 재료면 다 좋을 듯 해요~^^ 토마토나 아보카도, 또는 사과같은 과일도 괜찮을 거 같네요~^^ 맛있고 즐거운 주말 되세요~^^"
231,7034624,시집사,고구마 필링은 저렇게 만들고 냉동보관 가능한가요? 몇일간 보관 가능할까요?
